"filename", "language", "TypeScript", "TypeScript JSX", "JSON with Comments", "JSON", "Markdown", "YAML", "JavaScript", "CSS", "Python", "Docker", "pip requirements", "HTML", "comment", "blank", "total"
"/Users/wjshewitt/prospect/src/components/ui/popover.tsx", "TypeScript JSX", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 32
"/Users/wjshewitt/prospect/src/components/ui/progress.tsx", "TypeScript JSX", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"/Users/wjshewitt/prospect/src/components/ui/radio-group.tsx", "TypeScript JSX", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 45
"/Users/wjshewitt/prospect/src/components/ui/save-load-dropdown.tsx", "TypeScript JSX", 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 200
"/Users/wjshewitt/prospect/src/components/ui/scroll-area.tsx", "TypeScript JSX", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 49
"/Users/wjshewitt/prospect/src/components/ui/select.tsx", "TypeScript JSX", 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 161
"/Users/wjshewitt/prospect/src/components/ui/separator.tsx", "TypeScript JSX", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32
"/Users/wjshewitt/prospect/src/components/ui/sheet.tsx", "TypeScript JSX", 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 141
"/Users/wjshewitt/prospect/src/components/ui/sidebar.tsx", "TypeScript JSX", 0, 697, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 55, 764
"/Users/wjshewitt/prospect/src/components/ui/skeleton.tsx", "TypeScript JSX", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
